"2016-12-11 15:49:35.972313007 -0500 EST", "23677", "TORGUARD.NET VPN+Proxy Bundle ★PREMIUM ACCOUNT★ [LIFETIME]", "colombiaconnection", "USD 25.00", "Security & Hosting"
"2016-12-11 18:01:30.125302249 -0500 EST", "56078", "Amasuite 3 [cracked] - Ultimate Amazon BlackHAT Tool Set", "PEARLA13", "USD 4.00", "Miscellaneous"
"2016-12-11 18:13:46.588792737 -0500 EST", "38246", "Shotathome.com - [LIFETIME PORN PREMIUM ACCOUNT]", "VideoK", "USD 4.99", "Digital Goods"
"2016-12-11 16:49:41.518683623 -0500 EST", "29954", "✪ 5G PURE&amp;UNCUT COCAINE +90% ✪ +GET 0.5G FOR FREE!", "ChivasRegal", "USD 305.00", "Drugs", "Netherlands"
"2016-12-11 17:44:40.897335456 -0500 EST", "8572", "Unified Communications Forensics Anatomy of Common UC Attacks 2014", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 18:39:53.633727601 -0500 EST", "55982", "Viagra Sildenafil Citrate 10 x 100mg Blister Pack", "ThatSuperDrugFeeling", "USD 12.51", "Drugs", "United Kingdom"
"2016-12-11 19:39:34.748145148 -0500 EST", "54983", "9 gr super heroin from pakistaan AAA+++", "goldendrugs", "USD 380.25", "Drugs", "Netherlands"
"2016-12-11 17:56:26.71108242 -0500 EST", "37117", "Linux Malware Incident Response 2013", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 18:53:43.73052746 -0500 EST", "54901", "20ML CANNABIS E-LIQUID HIGH THC+CBD Sativa/Indica MIX AAA+++", "TheHappyCrew", "USD 58.09", "Drugs", "Netherlands"
"2016-12-11 17:37:39.582918916 -0500 EST", "51460", "★5x110UG★Albert Hofman Bicycle", "Doug-Heffernan", "USD 20.07", "Drugs", "Europe (EU)"
"2016-12-11 17:38:13.982010727 -0500 EST", "51434", "Sample★2x95UG★Trippy Woman LSD", "Doug-Heffernan", "USD 6.87", "Drugs", "Europe (EU)"
"2016-12-11 18:05:19.183997754 -0500 EST", "6217", "Brazzers Lifetime Premium Account", "bahbahbush", "USD 6.00", "Digital Goods"
"2016-12-11 20:59:45.325060111 -0500 EST", "55927", "McBoatyFaces&#039;s Weed of the Week (280g - 10oz)", "McBoatyFace", "USD 2,328.92", "Drugs", "United Kingdom"
"2016-12-11 16:28:20.675708597 -0500 EST", "1659", "How to Create a FUD Backdoor Bypass Antivirus", "l33ter", "USD 1.00", "Guides & Tutorials"
"2016-12-11 17:29:01.421791819 -0500 EST", "52811", "How To Make Flame Thrower", "Junkiepig666", "USD 2.99", "Guides & Tutorials"
"2016-12-11 17:29:31.936596023 -0500 EST", "14737", "Cialis - pack of 4 tabs", "MrAsiaReal", "USD 15.00", "Drugs", "Cambodia"
"2016-12-11 19:34:40.87723379 -0500 EST", "42996", "CARDING WALMART (NEW) TUTORIAL", "color", "USD 1.00", "Fraud Related"
"2016-12-11 20:40:46.045846056 -0500 EST", "50474", "1 Ounce of Outdoor Weed", "MollyyyWorld", "USD 90.00", "Drugs", "United States"
"2016-12-11 17:30:26.329081804 -0500 EST", "48122", "25gr. Magic Mushrooms Cubensis B+ Pilze ***FREE SHIPPING***", "GermanMushrooms", "USD 82.39", "Drugs", "Germany"
"2016-12-11 18:31:42.797467896 -0500 EST", "49308", "5G Heroin★ Pakistan ★ Pure", "BestDutchStuff", "USD 316.87", "Drugs", "Netherlands"
"2016-12-11 18:39:40.393572107 -0500 EST", "36310", "ONE (1) X Oxycodone 10 mg tablet (Supeudol aka OxyIR) instant release - pharmaceutical source", "cpd0day", "USD 10.00", "Drugs", "Worldwide"
"2016-12-11 15:37:07.681920589 -0500 EST", "56119", "250 X PINK RED BULL XTC MDMA PILL 270mg (replacement for Green Minion)", "PartySquadNL", "USD 450.00", "Drugs", "Netherlands"
"2016-12-11 16:47:27.268112342 -0500 EST", "19068", "Alprazolam 2 mg - Xanax - 50 tablets / bars by Pfizer", "SolidSupply", "USD 110.00", "Drugs", "Germany"
"2016-12-11 17:41:09.324428903 -0500 EST", "43257", "IT Security Risk Control Management 2016", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 18:24:11.105076901 -0500 EST", "51687", "★250x200UG★Strawberry Blotter", "Doug-Heffernan", "USD 1,082.66", "Drugs", "Worldwide"
"2016-12-11 20:14:01.296460203 -0500 EST", "18380", "100gr. FUB-AMB", "ALaurizen", "USD 470.00", "Drugs", "China"
"2016-12-11 20:31:45.50305965 -0500 EST", "43405", "20x OxyContin 120mg – from Mundipharma - ★ 500 EUR ★", "WowDeal", "USD 526.78", "Drugs", "Germany"
"2016-12-11 19:02:43.211080924 -0500 EST", "43912", "[Construction Plan] 14 jet aircraft models", "TheDarkBoy", "USD 0.99", "Digital Goods"
"2016-12-11 15:55:26.821036078 -0500 EST", "31816", "Uncle Fester - Practical LSD Manufacture", "darkmarket", "USD 1.00", "Guides & Tutorials"
"2016-12-11 18:01:47.454026431 -0500 EST", "50567", "1g Fairly Legal - From the producers of insane joker, happy joker etc. Spice/K2 blend - very potent ", "TheActivator", "USD 6.29", "Drugs", "United Kingdom"
"2016-12-11 17:05:00.991318072 -0500 EST", "27561", "5000 XTC Pills 240mg (MDMA) 84% PURITY AAA+ HIGH QUALITY", "dutchcandyshop", "USD 9,506.21", "Drugs", "Belgium"
"2016-12-11 19:03:32.670121261 -0500 EST", "7787", "Carding Safely And Tips", "color", "USD 1.00", "Fraud Related"
"2016-12-11 19:39:22.573289498 -0500 EST", "41126", "TEVA Fentanyl Transdermal Gel Patch 100mcg", "th3com3dian", "USD 299.99", "Drugs", "Canada"
"2016-12-11 17:24:18.607075144 -0500 EST", "34072", "Western Union Carding 100% Success", "OnePiece", "USD 10.00", "Guides & Tutorials"
"2016-12-11 18:48:09.410546058 -0500 EST", "55586", "200 gr ketamine diamant crystal AAA+++ very good", "goldendrugs", "USD 2,640.61", "Drugs", "Netherlands"
"2016-12-11 19:53:24.860116446 -0500 EST", "49182", "★★★ .2 of a gram Sample of Crystal Meth AAA+++ Quality ★★★ SAMPLE PRICE + Shipping ★★★", "opseccanada", "USD 3.03", "Drugs", "Worldwide"
"2016-12-11 16:27:00.874814101 -0500 EST", "54489", "REAL PHARMACY KLONOPIN - WALMART - 1 MG - $2 EACH", "OhishNiceScript", "USD 40.00", "Drugs", "United States"
"2016-12-11 20:04:56.414893217 -0500 EST", "53808", "0.5 GR COCAINE CRYSTAL VERY STRONG 92% AAA+++", "goldendrugs", "USD 36.97", "Drugs", "Netherlands"
"2016-12-11 16:02:47.617847672 -0500 EST", "3241", "Omega - Speedmaster Racing Black SS Band ETA [AAA+]", "RepAAA", "USD 399.00", "Counterfeits", "Hong Kong"
"2016-12-11 15:54:17.509135387 -0500 EST", "31204", "2g #3 Super Strength Rolls Royce Heroin Gough City", "classb", "USD 160.34", "Drugs", "Worldwide"
"2016-12-11 19:31:55.226984459 -0500 EST", "12235", "Cashing Out Cvv-Buy E-Gift Cards", "Happy_Eyes", "USD 2.00", "Fraud Related"
"2016-12-11 19:43:05.079853678 -0500 EST", "45051", "1x OxyContin 30mg – OC/Old Formula - from Mundipharma – ★ 16 EUR ★", "WowDeal", "USD 16.90", "Drugs", "Germany"
"2016-12-11 15:31:54.234305015 -0500 EST", "42944", "Where to Buy CC CVV2 Fullz Bank logins", "KingShot", "USD 0.99", "Guides & Tutorials"
"2016-12-11 17:45:43.078912766 -0500 EST", "16731", "14g of PELLET Cocaine", "sargon", "USD 402.41", "Drugs", "United Kingdom"
"2016-12-11 18:04:45.683666251 -0500 EST", "4868", "Pick-10-Book List: JAVASCRIPT Programming", "pckabml", "USD 24.00", "Digital Goods"
"2016-12-11 19:25:47.67360343 -0500 EST", "37926", "Crazy Big List of AutoShops - Banks, Fullz Cvv All Shops Included!!", "BrainPower", "USD 1.00", "Guides & Tutorials"
"2016-12-11 20:21:05.854847487 -0500 EST", "32237", "COCAINE FLAKES 85%  3G  FREE SHIPPING", "zoneparty", "USD 180.00", "Drugs", "Netherlands"
"2016-12-11 20:25:19.454279831 -0500 EST", "5182", "1 Dozen Chocolate Chip Hash Cookies 300mg *Best Deal*", "empireteam", "USD 90.00", "Drugs", "United States"
"2016-12-11 15:35:36.215742635 -0500 EST", "12563", "ANARCHIST COOKBOOK LAST EDITION", "smart666tiger", "USD 3.99", "Miscellaneous"
"2016-12-11 18:22:59.737710201 -0500 EST", "49476", "Stripe Cashout Method FULL Guide - With Stripe API", "WarningLowBattery", "USD 1.89", "Fraud Related"
"2016-12-11 18:05:11.846513339 -0500 EST", "6183", "Netflix accounts X2!!", "bahbahbush", "USD 3.00", "Digital Goods"
"2016-12-11 18:28:29.32948884 -0500 EST", "18261", "[Infographic] What Makes a Web Hosting Good", "color", "USD 1.00", "Services"
"2016-12-11 16:19:31.548096454 -0500 EST", "3253", "Panerai - Luminor Power Reserve Leather PAM090 [Replica]", "RepAAA", "USD 279.00", "Counterfeits", "Hong Kong"
"2016-12-11 17:14:29.911808211 -0500 EST", "41106", "★★ SAMPLE 0.5G ★ KETAMINE S-ISOMER 90% ★★", "Toys-R-Us", "USD 10.56", "Drugs", "Europe (EU)"
"2016-12-11 20:46:50.968686274 -0500 EST", "32243", "COCAINE FLAKES 85%  50G  FREE SHIPPING", "zoneparty", "USD 2,500.43", "Drugs", "Netherlands"
"2016-12-11 16:37:59.911168499 -0500 EST", "54060", "SUBOXONE FREE SHIPPING FAST DELIVERY SHIPS FAST", "highsky", "USD 20.00", "Drugs", "Worldwide"
"2016-12-11 16:50:41.381543709 -0500 EST", "15054", "SALE! 5g Meth (MissJessica)", "MissJessica", "USD 230.00", "Drugs", "United States"
"2016-12-11 16:55:12.559731437 -0500 EST", "50087", "6 Premium SPACEAGENT acc&#039;s over 100 services to choose from(Lifetime warranty)(limited time)", "spaceagent", "USD 2.23", "Digital Goods"
"2016-12-11 16:50:51.778798834 -0500 EST", "5513", "3.5g Ice Shard Crystal Meth", "Zerthetrap", "USD 120.00", "Drugs", "United States"
"2016-12-11 18:27:51.162689892 -0500 EST", "10892", "wp-deepweb-and-cybercrime", "color", "USD 1.00", "Services"
"2016-12-11 20:11:21.621649873 -0500 EST", "40716", "Anadrol 25mg x 60 caps [Hunter Pharma] (SALE)", "MrHan", "USD 48.00", "Drugs", "United States"
"2016-12-11 16:54:17.037266627 -0500 EST", "46031", "NoobCrypt v2 THE MOST POWERFUL RANSOMWARE ON MARKETS.", "Medon", "USD 310.00", "Services"
"2016-12-11 20:57:49.080133179 -0500 EST", "35265", "145 Pills Xanax 1 MG", "Pharmadeal", "USD 185.00", "Drugs", "Philippines"
"2016-12-11 16:57:09.517291634 -0500 EST", "48195", "reallifecam.com 24/7 live voyeur videos", "pornseller", "USD 8.00", "Miscellaneous"
"2016-12-11 18:11:48.35099726 -0500 EST", "2473", "Pick-a-Book List: CRYPTOGRAPHY", "pckabml", "USD 2.99", "Digital Goods"
"2016-12-11 18:03:56.147051435 -0500 EST", "3046", "10 x 8mg Ondansetron", "GrandWizardsLair", "USD 20.00", "Drugs", "United States"
"2016-12-11 19:35:34.130308442 -0500 EST", "55885", "30 g CLEAR Oil-Girlscout Cookies-Perfect dab-NUG RUN", "Midas", "USD 1,160.00", "Drugs", "United States"
"2016-12-11 19:16:22.123993672 -0500 EST", "46958", "Xanax Retard I (Alprazolam) 1MG - 30x1mg (Box) - Pfizer", "DutchieSupps", "USD 63.37", "Drugs", "Europe (EU)"
"2016-12-11 20:43:25.785305096 -0500 EST", "8005", "4g Bubba Kush Medical Grade Indica", "green_usa", "USD 50.00", "Drugs", "United States"
"2016-12-11 19:58:55.110421834 -0500 EST", "16702", "0.5g of Puro Flake/Fishscale Cocaine High Quality", "sargon", "USD 56.59", "Drugs", "United Kingdom"
"2016-12-11 20:10:51.070667081 -0500 EST", "26838", "30 Pills Generic Viagra 100mg (Sildenafil Citrate) | Cenforce | Shipping from UK", "MrErection", "USD 28.91", "Drugs", "United Kingdom"
"2016-12-11 20:47:27.203026031 -0500 EST", "53456", "100 XANAX BAR 2 MG DOUBLE DOSED (4 MG )", "Narcotiks", "USD 240.00", "Drugs", "Worldwide"
"2016-12-11 15:47:39.02951863 -0500 EST", "19506", "5000x Pfizer Xanax Replica&#039;s 3.0 mgs", "xanaxman", "USD 3,380.00", "Drugs", "United States"
"2016-12-11 18:18:48.355246091 -0500 EST", "32425", "5g Amphetamine Sulphate DRY POWDER! Free Shipping", "AllHoursOpen", "USD 56.59", "Drugs", "United Kingdom"
"2016-12-11 18:22:39.333747437 -0500 EST", "24489", "Rivotril Roche 2mg ( clonazepam ) 15 pills", "Flyfelix", "USD 20.07", "Drugs", "Austria"
"2016-12-11 18:25:50.109099653 -0500 EST", "14062", "HACKED AMAZON ACCOUNTS!!! BEST ON THE DW!! GUARANTEED TO WORK!!!", "GodsLeftNut", "USD 6.00", "Fraud Related"
"2016-12-11 19:02:35.630532932 -0500 EST", "44230", "[Software] VMware Workstation Pro 12.5", "TheDarkBoy", "USD 0.99", "Digital Goods"
"2016-12-11 19:51:52.220260859 -0500 EST", "30332", "28 g MDMA crystal // Dutch molly // Domestic USA Shipping", "cadylass", "USD 775.00", "Drugs", "United States"
"2016-12-11 20:11:11.188281041 -0500 EST", "51643", "+++ Sprint Account OPEN, all the info that you need for order +++++", "MrR0b07", "USD 60.00", "Fraud Related"
"2016-12-11 15:38:07.446751164 -0500 EST", "19980", "25 Gr ☞DUTCH MDMA 84% (Champagne)☜", "CocaCola-Kid", "USD 221.81", "Drugs", "Worldwide"
"2016-12-11 15:47:03.910344051 -0500 EST", "13675", "Chegg Premium Account", "KingShot", "USD 2.50", "Digital Goods"
"2016-12-11 19:57:27.085799552 -0500 EST", "4686", "Valium (Roche) 10 MG (275 Pills)", "IdealPills", "USD 285.00", "Drugs", "Philippines"
"2016-12-11 20:52:56.717735567 -0500 EST", "45836", "6-IN-ONE Premium PORN Account (Lifetime)", "appleinc", "USD 0.99", "Erotica"
"2016-12-11 16:18:39.509624037 -0500 EST", "33764", "10x €50 Euros Counterfeit Notes (Very Good Quality)", "mikinosonja", "USD 169.00", "Counterfeits", "Netherlands"
"2016-12-11 16:48:50.218348885 -0500 EST", "19058", "Midazolam 15 mg - Flormidal - 50 tablets by Galenika", "SolidSupply", "USD 125.00", "Drugs", "Germany"
"2016-12-11 18:24:38.689293012 -0500 EST", "32445", "★PORN ACCOUNT★ PUBLICPICKUPS (Autobuy) – Lifetime", "TheShop", "USD 6.66", "Digital Goods"
"2016-12-11 18:37:12.148492749 -0500 EST", "12654", "USA Bank loans Method 2016", "smart666tiger", "USD 4.99", "Fraud Related"
"2016-12-11 15:40:59.214541547 -0500 EST", "41736", "★★★VERY FRESH★ VERIFIED Paypal Accounts Balance $10+★ BANK or CC Attached★+CASHOUT TUTORIALS PACK", "samaritan", "USD 6.99", "Fraud Related"
"2016-12-11 19:50:51.691939002 -0500 EST", "50314", "1g Amnesia Haze", "KBueno", "USD 14.79", "Drugs", "Germany"
"2016-12-11 20:18:29.161592411 -0500 EST", "56019", "| 100% BEST GERMAN QUALITY | Propofol - Lipuro 20 mg / ml | 1000 mg / 50ml --BRAUN--", "hrruin", "USD 51.76", "Drugs", "Worldwide"
"2016-12-11 20:42:51.098386203 -0500 EST", "6665", "14g Super Blue Medical Grade Sativa 24.4% THC - 0.1% CBD", "green_usa", "USD 145.00", "Drugs", "United States"
"2016-12-11 17:57:43.104726627 -0500 EST", "52810", "Big Book Of Homemade Weapons", "Junkiepig666", "USD 4.99", "Guides & Tutorials"
"2016-12-11 19:11:59.729352375 -0500 EST", "32979", "28g HIGH GRADE JAMAICAN YARD WEED", "1TEAMGB", "USD 125.75", "Drugs", "United Kingdom"
"2016-12-11 18:48:21.382121474 -0500 EST", "48681", "UPLAY Premium ACC(Lifetime Warranty)", "spaceagent", "USD 1.64", "Fraud Related"
"2016-12-11 20:05:54.97834687 -0500 EST", "54259", "9 gr dry speed yellow very strong AAA+++", "goldendrugs", "USD 68.66", "Drugs", "Netherlands"
"2016-12-11 19:30:52.041995472 -0500 EST", "40166", "CHEESE 2.5 Gram", "CannaCrew", "USD 31.69", "Drugs", "Netherlands"
"2016-12-11 19:50:39.91648552 -0500 EST", "19260", "UK Passport info Search", "Boggalertz", "USD 20.00", "Services"
"2016-12-11 18:14:51.77588519 -0500 EST", "48736", "14G SLAB PREMIUM NUGRUN SHATTER MEDICAL SLAB", "leftcoastlabs", "USD 410.00", "Drugs", "United States"
"2016-12-11 16:56:30.042832011 -0500 EST", "46820", "NEW *SWE* BLACKSTAR FULLZ (Sweden)(MMN,DOB) 100% Valid", "Humanbros", "USD 35.00", "Fraud Related"
"2016-12-11 18:14:06.821082358 -0500 EST", "8460", "Next Generation Red Teaming 2015", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 17:39:03.228404447 -0500 EST", "51612", "★100x180UG★Janis Joplin Blotter", "Doug-Heffernan", "USD 686.56", "Drugs", "Europe (EU)"
"2016-12-11 15:49:46.04221794 -0500 EST", "28508", "★ NSA HACKING - FORENSIC TOOLKIT ★ + FREE BONUS 11 FBI FORENSIC TOOLS ★ BEST FORENSIC PACK on the Ma", "SoftKingUS", "USD 3.99", "Guides & Tutorials"
"2016-12-11 15:57:50.914010719 -0500 EST", "29775", "10 XTC Pills 240mg (MDMA) 84% PURITY AAA+ HIGH QUALITY", "dutchcandyshop", "USD 50.17", "Drugs", "Belgium"
"2016-12-11 16:33:25.752675487 -0500 EST", "54769", "★ 40 GRAMS ★ Super Pollen A+++ Maroc Hashish ★ from The Netherlands ★", "PartySquadNL", "USD 264.00", "Drugs", "Netherlands"
"2016-12-11 18:30:52.3282126 -0500 EST", "19199", "★100Gr MDMA 84% Pure★Silver", "Doug-Heffernan", "USD 739.37", "Drugs", "Europe (EU)"
"2016-12-11 16:04:04.752253317 -0500 EST", "35561", "How To Card Google Play", "DrunkDragon", "USD 0.99", "Guides & Tutorials"
"2016-12-11 18:01:41.109949628 -0500 EST", "39127", "1G Strong Spice  *AB-PINACA* Synthetic C.Boid", "BookFace", "USD 12.58", "Drugs", "United Kingdom"
"2016-12-11 16:52:12.998069539 -0500 EST", "48145", "1.5 Grams of Methamphetamine Ice $60 SHIP WORLDWIDE un-cut A grade", "Sl33py", "USD 60.00", "Drugs", "Worldwide"
"2016-12-11 19:58:35.176244401 -0500 EST", "37277", "HOW TO GET UNLIMITED AMAZON BALANCE", "cocacola007", "USD 1.50", "Digital Goods"
"2016-12-11 17:47:27.539359435 -0500 EST", "31025", "Drugs"
"2016-12-11 19:11:06.873893859 -0500 EST", "13771", "45 Pills Valium (Roche) 10 MG", "Meds2Buy", "USD 65.00", "Drugs", "United States"
"2016-12-11 19:34:15.508684637 -0500 EST", "7819", "Ebay Carding %100 [Explained]", "color", "USD 1.00", "Fraud Related"
"2016-12-11 17:56:27.568796645 -0500 EST", "37306", "Managing Risk and Information Security 2nd edition 2016", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 16:37:15.545070022 -0500 EST", "48328", "Tramadol 100mg x 500 &quot;HANSA OPENING SALE&quot;", "Gecko99", "USD 150.00", "Drugs", "India"
"2016-12-11 17:27:51.313017622 -0500 EST", "26326", "Cialis 20mg (Tadalafil 20mg) (30x)", "New_demension", "USD 21.00", "Drugs", "United States"
"2016-12-11 19:03:07.744305888 -0500 EST", "7825", "How to card and not get caught", "color", "USD 1.00", "Fraud Related"
"2016-12-11 15:37:12.510778561 -0500 EST", "5435", "5g High-quality Uncut MDMA Crystals", "rocketship", "USD 200.00", "Drugs", "United States"
"2016-12-11 16:27:57.381620134 -0500 EST", "54633", "*** 1OZ PAMP COUNTERFEIT GOLD BAR *** STYLE #1 *** USA TO USA SHIPPING ***", "sfpell", "USD 49.00", "Counterfeits", "United States"
"2016-12-11 17:20:49.356655149 -0500 EST", "30134", "5 grams Excellent Red Lebanese", "SmokeyJo", "USD 55.33", "Drugs", "United Kingdom"
"2016-12-11 17:34:02.553541581 -0500 EST", "43038", "(3 Ebooks) Stealth Paypal Account Guide + How To Withdraw", "passman", "USD 9.99", "Guides & Tutorials"
"2016-12-11 17:41:04.45688892 -0500 EST", "42974", "CISSP All In One Exam Guide 7th edition 2016", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 18:16:04.244240343 -0500 EST", "32461", "RITALIN 10 MG 300 TABLETS", "milo8490", "USD 400.00", "Drugs", "United States"
"2016-12-11 20:08:01.688553951 -0500 EST", "46564", "✯5GR Dutch premium MDMA crystals with 84+% purity. DISCOUNT POINT SYSTEM!", "NarcosShop", "USD 49.95", "Drugs", "Europe (EU)"
"2016-12-11 15:32:12.985675676 -0500 EST", "28509", "★ NSA HACKING - FORENSIC TOOLKIT ★ + FREE BONUS 11 FBI FORENSIC TOOLS ★ BEST FORENSIC PACK on the Ma", "SoftKingUS", "USD 3.99", "Fraud Related"
"2016-12-11 18:01:24.632874416 -0500 EST", "56083", "Admin Finder - SQL Injection Tool", "PEARLA13", "USD 2.00", "Fraud Related"
"2016-12-11 19:58:18.820821343 -0500 EST", "55800", "5g Caramello Auto-Flower AAA+ Quality", "Tr4derJo3", "USD 65.49", "Drugs", "Germany"
"2016-12-11 18:19:55.437970531 -0500 EST", "10668", "Subnetting For Beginners How to Easily Master IP Subnetting 2015", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 19:47:25.783652277 -0500 EST", "33779", "America’s Next Top Tranny Season 12: Gangbang Edition - DVD", "Junkiepig666", "USD 4.99", "Digital Goods"
"2016-12-11 20:17:00.422360764 -0500 EST", "41320", "3.5g - Fishscale Cocaine Uncut 9/10 - UK Delivery Only", "HazeHero", "USD 352.11", "Drugs", "United Kingdom"
"2016-12-11 19:02:09.283025812 -0500 EST", "53033", "250x Armodafinil Waklert 150mg Shipped from Sweden!", "NordicShipper", "USD 230.00", "Drugs", "Sweden"
"2016-12-11 15:58:02.424354606 -0500 EST", "3833", "5 Hash hashish JOINT from our coffeeshop HIGH QUALITY", "dutchcandyshop", "USD 47.53", "Drugs", "Belgium"
"2016-12-11 15:59:03.588145413 -0500 EST", "52333", "FRESH★ VERIFIED Paypal Accounts - NOT Hacked ★ BANK or CC Attached ★ RDP ★ Gmail ★ G-Voice", "jackieatt", "USD 5.00", "Fraud Related"
"2016-12-11 16:43:43.194486608 -0500 EST", "54552", "Generic Cialis  (Vidalista) 10 x 20mg, FREE SHIPPING", "Broken4rrow81", "USD 11.00", "Drugs", "Netherlands"
"2016-12-11 17:20:09.350413944 -0500 EST", "14721", "Social Media as Surveillance 2016", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 17:58:24.76021031 -0500 EST", "10392", "How To Cash Out From Stolen Credit Cards", "OnePiece", "USD 1.00", "Fraud Related"
"2016-12-11 16:39:11.744923904 -0500 EST", "29948", "✪ 2G PURE&amp;UNCUT HEROiN #3 ✪", "ChivasRegal", "USD 89.00", "Drugs", "Netherlands"
"2016-12-11 17:41:59.273695973 -0500 EST", "43337", "CRACKED NULLED COLLECTION 2016 - 2116 TOOLS [MORE THAN YOU NEED]", "Zheka", "USD 0.99", "Digital Goods"
"2016-12-11 19:08:09.099791098 -0500 EST", "38047", "IKnowThatGirl.com - [LIFETIME PORN PREMIUM ACCOUNT]", "VideoK", "USD 4.99", "Digital Goods"
"2016-12-11 15:47:08.72174243 -0500 EST", "51889", "Amazon Gift Card Method Easy", "KingShot", "USD 0.99", "Digital Goods"
"2016-12-11 20:45:32.995018374 -0500 EST", "39970", "Marocan Hash 24 gram", "mydeals", "USD 200.00", "Drugs", "France"
"2016-12-11 19:49:38.689411391 -0500 EST", "39976", "10g Fine&amp;Creamie Mazar-i-Sharif Hash / From Germany / High Quality A+++", "GermanDrugsShippers", "USD 52.81", "Drugs", "Worldwide"
"2016-12-11 20:47:37.069734365 -0500 EST", "35484", "LSD - 25000x BLOTTERS - 200UG - SHAMAAN", "DUTCHBULK", "USD 59,263.30", "Drugs", "Worldwide"
"2016-12-11 15:35:13.098719234 -0500 EST", "29520", "BRAZZERS UNLIMITED ACCOUNT", "KingCarder", "USD 0.99", "Services"
"2016-12-11 16:57:01.489368751 -0500 EST", "42160", "All Porn Accounts You Need For Cheap Price (Lifetime Warranty) , Buy with Confidence!", "pornseller", "USD 3.00", "Fraud Related"
"2016-12-11 18:58:44.503690246 -0500 EST", "51390", "Purple Candy Crumble 4oz", "empireteam", "USD 2,800.00", "Drugs", "Worldwide"
"2016-12-11 18:51:24.837113751 -0500 EST", "9931", "Official Friday The 13th XXX Parody - DVD", "Junkiepig666", "USD 4.99", "Digital Goods"
"2016-12-11 15:45:40.26831606 -0500 EST", "2056", "Blacked.com - [LIFETIME PORN PREMIUM ACCOUNT]", "VideoK", "USD 4.99", "Erotica"
"2016-12-11 15:55:17.9196704 -0500 EST", "19910", "♕♕♕ ★★★ HOW TO MAKE DMT ★★★ ♕♕♕", "TheShop", "USD 0.99", "Guides & Tutorials"
"2016-12-11 16:17:17.488943896 -0500 EST", "11256", "Rolex - Datejust II 2-tone Black Roman Dial [AAA+]", "RepAAA", "USD 329.00", "Counterfeits", "Hong Kong"
"2016-12-11 17:39:22.239059036 -0500 EST", "39429", "100gr AK-47 Weed A+++ Top Shelf Quality", "ganjabro", "USD 1,109.06", "Drugs", "Germany"
"2016-12-11 17:39:40.956317875 -0500 EST", "29955", "✪ 10G PURE&amp;UNCUT COCAINE +90% ✪ +GET 1G FOR FREE!", "ChivasRegal", "USD 595.00", "Drugs", "Netherlands"
"2016-12-11 18:47:11.270994513 -0500 EST", "38349", "[RANDOM]- USA Personal Info-SSN-DOB-ETC", "Desynchronized", "USD 2.50", "Guides & Tutorials"
"2016-12-11 16:46:29.436434111 -0500 EST", "6991", "Western Union Carding", "color", "USD 1.00", "Fraud Related"
"2016-12-11 19:36:30.756942134 -0500 EST", "41851", "13 Things that Don&#039;t Make Sense", "captainkirk", "USD 0.99", "Digital Goods"
"2016-12-11 20:04:49.529839541 -0500 EST", "54980", "0.5 cocaine peruanse top 90% org. AAA++++", "goldendrugs", "USD 36.97", "Drugs", "Netherlands"
"2016-12-11 20:11:00.032428201 -0500 EST", "48676", "UFC Premium ACC (Lifetime Warranty)", "spaceagent", "USD 1.64", "Digital Goods"
"2016-12-11 19:05:45.91066698 -0500 EST", "19789", "Exploitation Examples", "Happy_Eyes", "USD 0.99", "Services"
"2016-12-11 16:02:15.667035331 -0500 EST", "3235", "Omega - DeVille Ladymatic 2-tone white [Replica]", "RepAAA", "USD 129.00", "Counterfeits", "Hong Kong"
"2016-12-11 18:19:50.57795984 -0500 EST", "34651", "Protecting Yourself Online For Dummies 2014", "pckabml", "USD 2.99", "Guides & Tutorials"
"2016-12-11 18:07:04.436313298 -0500 EST", "41856", "SinMint Girl Scout Cookies - 14g", "TheBudFather", "USD 149.00", "Drugs", "United States"
"2016-12-11 18:24:48.041671715 -0500 EST", "32457", "★PORN ACCOUNT★ EXGF (Autobuy) – Lifetime", "TheShop", "USD 6.66", "Digital Goods"
"2016-12-11 15:38:49.412129112 -0500 EST", "51049", "Critical Plus HQ Weed 15 Gr.  A+++ FREE SHIPPING", "FidesWeedShop", "USD 163.72", "Drugs", "Netherlands"
"2016-12-11 16:41:40.13718308 -0500 EST", "3827", "WHERE TO BUY ANON SIM CARDS OF THE WORLD", "OnePiece", "USD 1.00", "Guides & Tutorials"
"2016-12-11 18:38:57.934964834 -0500 EST", "35964", "Mid-Scale Ecommerce Carding Operation", "N3Dr0pSh0p", "USD 339.00", "Fraud Related"
"2016-12-11 20:03:44.506750037 -0500 EST", "16019", "Dexedrine ER (Dextroamphetamine) 15mg Spansule x10", "Discover", "USD 240.00", "Drugs", "United States"
